DateTime,Outdoor_Temperature,DH_Heating_Rate
 01/08  12:45:00,9.4825,172.72
 01/08  13:00:00,9.61,171.27
 01/08  13:15:00,9.7375,173.58
 01/08  13:30:00,9.865,177.16
 01/08  13:45:00,9.9925,175.84
 01/08  14:00:00,10.12,176.54
 01/08  14:15:00,10.255,183.37
 01/08  14:30:00,10.39,184.33
 01/08  14:45:00,10.525,185.7
 01/08  15:00:00,10.66,183.44
 01/08  15:15:00,10.7925,184.96
 01/08  15:30:00,10.925,186.71
 01/08  15:45:00,11.0575,182.59
 01/08  16:00:00,11.19,184.17
 01/08  16:15:00,11.325,180.55
 01/08  16:30:00,11.46,173.98
 01/08  16:45:00,11.595,173.79
 01/08  17:00:00,11.73,173.23
 01/08  17:15:00,11.6975,170
 01/08  17:30:00,11.665,167.59
 01/08  17:45:00,11.6325,166.87
 01/08  18:00:00,11.6,167.84
 01/08  18:15:00,11.5675,162
 01/08  18:30:00,11.535,158.71
 01/08  18:45:00,11.5025,157.05
 01/08  19:00:00,11.47,157.23
 01/08  19:15:00,11.4375,160.81
 01/08  19:30:00,11.405,163.17
 01/08  19:45:00,11.3725,162.32
 01/08  20:00:00,11.34,162.11
 01/08  20:15:00,11.325,160.32
 01/08  20:30:00,11.31,158.07
 01/08  20:45:00,11.295,157.13
 01/08  21:00:00,11.28,156.99
 01/08  21:15:00,11.2675,158.21
 01/08  21:30:00,11.255,157.93
 01/08  21:45:00,11.2425,158.1
 01/08  22:00:00,11.23,157.75
 01/08  22:15:00,11.215,159.18
 01/08  22:30:00,11.2,157.3
 01/08  22:45:00,11.185,158.75
 01/08  23:00:00,11.17,158.87
 01/08  23:15:00,11.1225,158.53
 01/08  23:30:00,11.075,159.2
 01/08  23:45:00,11.0275,160.69
 01/08  24:00:00,10.98,159.07
 01/09  00:15:00,10.9325,160.49
 01/09  00:30:00,10.885,160.83
 01/09  00:45:00,10.8375,161.8
 01/09  01:00:00,10.79,162.31
 01/09  01:15:00,10.7425,162.13
 01/09  01:30:00,10.695,163.06
 01/09  01:45:00,10.6475,163.12
 01/09  02:00:00,10.6,163.59
 01/09  02:15:00,10.5525,164.46
 01/09  02:30:00,10.505,164.35
 01/09  02:45:00,10.4575,166.06
 01/09  03:00:00,10.41,164.95
 01/09  03:15:00,10.36,164.56
 01/09  03:30:00,10.31,167.65
 01/09  03:45:00,10.26,166.54
 01/09  04:00:00,10.21,166.3
 01/09  04:15:00,10.1625,166.68
 01/09  04:30:00,10.115,168.28
 01/09  04:45:00,10.0675,167.57
 01/09  05:00:00,10.02,168.16
 01/09  05:15:00,10.055,169.47
 01/09  05:30:00,10.09,168.27
 01/09  05:45:00,10.125,167.26
 01/09  06:00:00,10.16,168.61
 01/09  06:15:00,10.195,168.06
 01/09  06:30:00,10.23,166.86
 01/09  06:45:00,10.265,168.4
 01/09  07:00:00,10.3,166.95
 01/09  07:15:00,10.3375,169.17
 01/09  07:30:00,10.375,171.7
 01/09  07:45:00,10.4125,172.34
 01/09  08:00:00,10.45,170.41
 01/09  08:15:00,10.5875,173.04
 01/09  08:30:00,10.725,171.84
 01/09  08:45:00,10.8625,168.98
 01/09  09:00:00,11,169.44
 01/09  09:15:00,11.135,171.42
 01/09  09:30:00,11.27,171.82
 01/09  09:45:00,11.405,171.99
 01/09  10:00:00,11.54,170.31
 01/09  10:15:00,11.6775,170.32
 01/09  10:30:00,11.815,168.02
 01/09  10:45:00,11.9525,165.72
 01/09  11:00:00,12.09,163.17
 01/09  11:15:00,12.0525,161.22
 01/09  11:30:00,12.015,158.93
 01/09  11:45:00,11.9775,157.59
 01/09  12:00:00,11.94,158.93
 01/09  12:15:00,11.9025,155.25
 01/09  12:30:00,11.865,152.77
 01/09  12:45:00,11.8275,153.38
 01/09  13:00:00,11.79,154.75
 01/09  13:15:00,11.7525,155.36
 01/09  13:30:00,11.715,155.48
 01/09  13:45:00,11.6775,156.42
 01/09  14:00:00,11.64,157.09
 01/09  14:15:00,11.585,163.87
 01/09  14:30:00,11.53,167.42
 01/09  14:45:00,11.475,168.08
 01/09  15:00:00,11.42,167.18
 01/09  15:15:00,11.3625,171.39
 01/09  15:30:00,11.305,173.6
 01/09  15:45:00,11.2475,171.47
 01/09  16:00:00,11.19,174.04
 01/09  16:15:00,11.135,171.14
 01/09  16:30:00,11.08,169.32
 01/09  16:45:00,11.025,168.6
 01/09  17:00:00,10.97,168.84
 01/09  17:15:00,10.98,165.56
 01/09  17:30:00,10.99,164.16
 01/09  17:45:00,11,165.32
 01/09  18:00:00,11.01,163.92
 01/09  18:15:00,11.0225,159.24
 01/09  18:30:00,11.035,155.3
 01/09  18:45:00,11.0475,155.02
 01/09  19:00:00,11.06,154.53
 01/09  19:15:00,11.07,157.88
 01/09  19:30:00,11.08,160.16
 01/09  19:45:00,11.09,161.22
 01/09  20:00:00,11.1,160.37
 01/09  20:15:00,11.11,157.81
 01/09  20:30:00,11.12,155.94
 01/09  20:45:00,11.13,156.07
 01/09  21:00:00,11.14,155.18
 01/09  21:15:00,11.1475,156.66
 01/09  21:30:00,11.155,155.38
 01/09  21:45:00,11.1625,156.42
 01/09  22:00:00,11.17,156.19
 01/09  22:15:00,11.18,155.27
 01/09  22:30:00,11.19,157.25
 01/09  22:45:00,11.2,157.19
 01/09  23:00:00,11.21,155.59
 01/09  23:15:00,11.1875,156.42
 01/09  23:30:00,11.165,156.17
 01/09  23:45:00,11.1425,157.45
 01/09  24:00:00,11.12,157.88
 01/10  00:15:00,11.1,163.12
 01/10  00:30:00,11.08,167.65
 01/10  00:45:00,11.06,169.58
 01/10  01:00:00,11.04,168.08
 01/10  01:15:00,11.02,169.27
 01/10  01:30:00,11,169.35
 01/10  01:45:00,10.98,168.61
 01/10  02:00:00,10.96,168.92
 01/10  02:15:00,10.9075,166.13
 01/10  02:30:00,10.855,159.01
 01/10  02:45:00,10.8025,160.28
 01/10  03:00:00,10.75,161.6
 01/10  03:15:00,10.695,161.31
 01/10  03:30:00,10.64,162.16
 01/10  03:45:00,10.585,162.91
 01/10  04:00:00,10.53,163.08
 01/10  04:15:00,10.4775,163.74
 01/10  04:30:00,10.425,164.02
 01/10  04:45:00,10.3725,165.56
 01/10  05:00:00,10.32,165.66
 01/10  05:15:00,10.2075,164.15
 01/10  05:30:00,10.095,166.48
 01/10  05:45:00,9.9825,168.07
 01/10  06:00:00,9.87,168.98
 01/10  06:15:00,9.7575,169.15
 01/10  06:30:00,9.645,170.68
 01/10  06:45:00,9.5325,171.18
 01/10  07:00:00,9.42,172.19
 01/10  07:15:00,9.31,172.6
 01/10  07:30:00,9.2,174.52
 01/10  07:45:00,9.09,175.6
 01/10  08:00:00,8.98,176.14
 01/10  08:15:00,8.92,175.96
 01/10  08:30:00,8.86,175.79
 01/10  08:45:00,8.8,174.64
 01/10  09:00:00,8.74,174.04
 01/10  09:15:00,8.6775,173.92
 01/10  09:30:00,8.615,173.02
 01/10  09:45:00,8.5525,172.66
 01/10  10:00:00,8.49,171.85
 01/10  10:15:00,8.43,170.85
 01/10  10:30:00,8.37,170.81
 01/10  10:45:00,8.31,168.57
 01/10  11:00:00,8.25,168.34
 01/10  11:15:00,8.1625,168.61
 01/10  11:30:00,8.075,167.67
 01/10  11:45:00,7.9875,166.56
 01/10  12:00:00,7.9,161.66
 01/10  12:15:00,7.81,156.2
 01/10  12:30:00,7.72,149.41
 01/10  12:45:00,7.63,143.89
 01/10  13:00:00,7.54,143.04
 01/10  13:15:00,7.45,141.47
 01/10  13:30:00,7.36,141.61
 01/10  13:45:00,7.27,142.65
 01/10  14:00:00,7.18,145.57
 01/10  14:15:00,6.97,150.18
 01/10  14:30:00,6.76,156.88
 01/10  14:45:00,6.55,160.09
 01/10  15:00:00,6.34,164.76
 01/10  15:15:00,6.13,168.75
 01/10  15:30:00,5.92,173.97
 01/10  15:45:00,5.71,177.55
 01/10  16:00:00,5.5,180.27
 01/10  16:15:00,5.29,186.09
 01/10  16:30:00,5.08,192.75
 01/10  16:45:00,4.87,195.22
 01/10  17:00:00,4.66,195.55
 01/10  17:15:00,4.57,198.44
 01/10  17:30:00,4.48,196.85
 01/10  17:45:00,4.39,198.6
 01/10  18:00:00,4.3,200.27
 01/10  18:15:00,4.2075,201.53
 01/10  18:30:00,4.115,204.28
 01/10  18:45:00,4.0225,203.39
 01/10  19:00:00,3.93,206.03
 01/10  19:15:00,3.84,207.51
 01/10  19:30:00,3.75,208.14
 01/10  19:45:00,3.66,208.78
 01/10  20:00:00,3.57,210.38
 01/10  20:15:00,3.7225,206.46
 01/10  20:30:00,3.875,202.92
 01/10  20:45:00,4.0275,203.09
 01/10  21:00:00,4.18,203.09
 01/10  21:15:00,4.3325,203.08
 01/10  21:30:00,4.485,206.19
 01/10  21:45:00,4.6375,205.68
 01/10  22:00:00,4.79,205.52
 01/10  22:15:00,4.9425,208.73
 01/10  22:30:00,5.095,204.99
 01/10  22:45:00,5.2475,207.62
 01/10  23:00:00,5.4,207.79
 01/10  23:15:00,5.58,209.87
 01/10  23:30:00,5.76,208.19
 01/10  23:45:00,5.94,209.2
 01/10  24:00:00,6.12,210.59
 01/11  00:15:00,6.3025,218.32
 01/11  00:30:00,6.485,222.85
 01/11  00:45:00,6.6675,224.63
 01/11  01:00:00,6.85,225.71
 01/11  01:15:00,7.0325,223.91
 01/11  01:30:00,7.215,223.91
 01/11  01:45:00,7.3975,225.72
 01/11  02:00:00,7.58,223.7
 01/11  02:15:00,7.7,218.55
 01/11  02:30:00,7.82,214.67
 01/11  02:45:00,7.94,215.85
 01/11  03:00:00,8.06,214.74
 01/11  03:15:00,8.18,215.72
 01/11  03:30:00,8.3,215.13
 01/11  03:45:00,8.42,214.64
 01/11  04:00:00,8.54,215.04
 01/11  04:15:00,8.66,215.54
 01/11  04:30:00,8.78,214.32
 01/11  04:45:00,8.9,213.47
 01/11  05:00:00,9.02,213.52
 01/11  05:15:00,9.0975,211.57
 01/11  05:30:00,9.175,212.29
 01/11  05:45:00,9.2525,209.43
 01/11  06:00:00,9.33,210.43
 01/11  06:15:00,9.4075,211.68
 01/11  06:30:00,9.485,208.62
 01/11  06:45:00,9.5625,207.63
 01/11  07:00:00,9.64,207.84
 01/11  07:15:00,9.72,206.88
 01/11  07:30:00,9.8,205.02
 01/11  07:45:00,9.88,204.98
 01/11  08:00:00,9.96,205.61
 01/11  08:15:00,10.0975,202.26
 01/11  08:30:00,10.235,200.37
 01/11  08:45:00,10.3725,199.57
 01/11  09:00:00,10.51,197.15
 01/11  09:15:00,10.65,194.29
 01/11  09:30:00,10.79,191.26
 01/11  09:45:00,10.93,189.97
 01/11  10:00:00,11.07,188.38
 01/11  10:15:00,11.2075,184.96
 01/11  10:30:00,11.345,183.79
 01/11  10:45:00,11.4825,181.56
 01/11  11:00:00,11.62,178.19
 01/11  11:15:00,11.545,175.05
 01/11  11:30:00,11.47,171.87
 01/11  11:45:00,11.395,171.69
 01/11  12:00:00,11.32,171.97
 01/11  12:15:00,11.2425,173.2
 01/11  12:30:00,11.165,175
 01/11  12:45:00,11.0875,175.5
 01/11  13:00:00,11.01,170.7
 01/11  13:15:00,10.9325,164.85
 01/11  13:30:00,10.855,158.86
 01/11  13:45:00,10.7775,154.7
 01/11  14:00:00,10.7,158.52
 01/11  14:15:00,10.5225,161.39
 01/11  14:30:00,10.345,169.33
 01/11  14:45:00,10.1675,173.3
 01/11  15:00:00,9.99,174.62
 01/11  15:15:00,9.8125,174.79
 01/11  15:30:00,9.635,177.49
 01/11  15:45:00,9.4575,179.09
 01/11  16:00:00,9.28,177.17
 01/11  16:15:00,9.105,185.67
 01/11  16:30:00,8.93,190.57
 01/11  16:45:00,8.755,189.84
 01/11  17:00:00,8.58,190.14
 01/11  17:15:00,8.535,191.05
 01/11  17:30:00,8.49,190.38
 01/11  17:45:00,8.445,189.56
 01/11  18:00:00,8.4,190.86
 01/11  18:15:00,8.3525,189.77
 01/11  18:30:00,8.305,189.66
 01/11  18:45:00,8.2575,190.4
 01/11  19:00:00,8.21,190.73
 01/11  19:15:00,8.165,190.42
 01/11  19:30:00,8.12,190.63
 01/11  19:45:00,8.075,192.39
 01/11  20:00:00,8.03,191.9
 01/11  20:15:00,7.9875,185.98
 01/11  20:30:00,7.945,181.57
 01/11  20:45:00,7.9025,182.95
 01/11  21:00:00,7.86,182.73
 01/11  21:15:00,7.815,183.51
 01/11  21:30:00,7.77,183.2
 01/11  21:45:00,7.725,184.75
 01/11  22:00:00,7.68,184.73
 01/11  22:15:00,7.6375,184.15
 01/11  22:30:00,7.595,186.11
 01/11  22:45:00,7.5525,186.1
 01/11  23:00:00,7.51,184.73
 01/11  23:15:00,7.4,185.29
 01/11  23:30:00,7.29,188.15
 01/11  23:45:00,7.18,185.36
 01/11  24:00:00,7.07,186.07
 01/12  00:15:00,6.9625,187.6
 01/12  00:30:00,6.855,188.91
 01/12  00:45:00,6.7475,187.32
 01/12  01:00:00,6.64,188.55
 01/12  01:15:00,6.5325,190.04
 01/12  01:30:00,6.425,188.17
 01/12  01:45:00,6.3175,188.39
 01/12  02:00:00,6.21,191.96
 01/12  02:15:00,6.3175,188.87
 01/12  02:30:00,6.425,190.34
 01/12  02:45:00,6.5325,188.08
 01/12  03:00:00,6.64,190.34
 01/12  03:15:00,6.75,190.74
 01/12  03:30:00,6.86,189.44
 01/12  03:45:00,6.97,189.17
 01/12  04:00:00,7.08,190.89
 01/12  04:15:00,7.1875,188.8
 01/12  04:30:00,7.295,191.2
 01/12  04:45:00,7.4025,190.8
 01/12  05:00:00,7.51,192
 01/12  05:15:00,7.61,189.26
 01/12  05:30:00,7.71,191.46
 01/12  05:45:00,7.81,191.02
 01/12  06:00:00,7.91,191.77
 01/12  06:15:00,8.01,191.19
 01/12  06:30:00,8.11,191.77
 01/12  06:45:00,8.21,192.04
 01/12  07:00:00,8.31,191.7
 01/12  07:15:00,8.4125,194.72
 01/12  07:30:00,8.515,194.82
 01/12  07:45:00,8.6175,197.93
 01/12  08:00:00,8.72,196.92
 01/12  08:15:00,8.98,196.53
 01/12  08:30:00,9.24,196.33
 01/12  08:45:00,9.5,194.25
 01/12  09:00:00,9.76,191.44
 01/12  09:15:00,10.0175,196.09
 01/12  09:30:00,10.275,195.11
 01/12  09:45:00,10.5325,192.01
 01/12  10:00:00,10.79,191.01
 01/12  10:15:00,11.05,187.9
 01/12  10:30:00,11.31,187.97
 01/12  10:45:00,11.57,185.35
 01/12  11:00:00,11.83,180.79
 01/12  11:15:00,11.775,183.91
 01/12  11:30:00,11.72,182.43
 01/12  11:45:00,11.665,180.47
 01/12  12:00:00,11.61,182.02
 01/12  12:15:00,11.555,176.09
 01/12  12:30:00,11.5,171.12
 01/12  12:45:00,11.445,171.19
 01/12  13:00:00,11.39,170.29
 01/12  13:15:00,11.335,170.61
 01/12  13:30:00,11.28,173.5
 01/12  13:45:00,11.225,174.08
 01/12  14:00:00,11.17,173.26
 01/12  14:15:00,11.085,177.43
 01/12  14:30:00,11,182.25
 01/12  14:45:00,10.915,183.85
 01/12  15:00:00,10.83,183.34
 01/12  15:15:00,10.7425,185.85
 01/12  15:30:00,10.655,188.22
 01/12  15:45:00,10.5675,187.41
 01/12  16:00:00,10.48,188.94
 01/12  16:15:00,10.395,185.81
 01/12  16:30:00,10.31,184.62
 01/12  16:45:00,10.225,184.12
 01/12  17:00:00,10.14,182.44
 01/12  17:15:00,10.12,180.84
 01/12  17:30:00,10.1,179.51
 01/12  17:45:00,10.08,177.96
 01/12  18:00:00,10.06,178.79
 01/12  18:15:00,10.04,172.55
 01/12  18:30:00,10.02,168.88
 01/12  18:45:00,10,168.66
 01/12  19:00:00,9.98,168.38
 01/12  19:15:00,9.96,170.42
 01/12  19:30:00,9.94,174.15
 01/12  19:45:00,9.92,174.23
 01/12  20:00:00,9.9,172.25
 01/12  20:15:00,9.9075,172.08
 01/12  20:30:00,9.915,167.61
 01/12  20:45:00,9.9225,167.51
 01/12  21:00:00,9.93,169.31
 01/12  21:15:00,9.935,166.72
 01/12  21:30:00,9.94,165.59
 01/12  21:45:00,9.945,168.56
 01/12  22:00:00,9.95,166.41
 01/12  22:15:00,9.9575,165.19
 01/12  22:30:00,9.965,166.51
 01/12  22:45:00,9.9725,165.74
 01/12  23:00:00,9.98,164.9
 01/12  23:15:00,9.9475,166.18
 01/12  23:30:00,9.915,164.95
 01/12  23:45:00,9.8825,165.26
 01/12  24:00:00,9.85,166.75
 01/13  00:15:00,9.8175,165.13
 01/13  00:30:00,9.785,164
 01/13  00:45:00,9.7525,168.35
 01/13  01:00:00,9.72,165.25
 01/13  01:15:00,9.6875,165.04
 01/13  01:30:00,9.655,166.27
 01/13  01:45:00,9.6225,166.62
 01/13  02:00:00,9.59,165.85
 01/13  02:15:00,9.56,166.28
 01/13  02:30:00,9.53,166.24
 01/13  02:45:00,9.5,166.2
 01/13  03:00:00,9.47,165.82
 01/13  03:15:00,9.4375,166.05
 01/13  03:30:00,9.405,165.83
 01/13  03:45:00,9.3725,165.91
 01/13  04:00:00,9.34,165.55
 01/13  04:15:00,9.31,165.79
 01/13  04:30:00,9.28,165.67
 01/13  04:45:00,9.25,165.8
 01/13  05:00:00,9.22,165.62
 01/13  05:15:00,9.2125,165.85
 01/13  05:30:00,9.205,165.61
 01/13  05:45:00,9.1975,165.8
 01/13  06:00:00,9.19,167.2
 01/13  06:15:00,9.1825,165.18
 01/13  06:30:00,9.175,166.55
 01/13  06:45:00,9.1675,167.04
 01/13  07:00:00,9.16,166.21
 01/13  07:15:00,9.1525,169.59
 01/13  07:30:00,9.145,171.72
 01/13  07:45:00,9.1375,171.16
 01/13  08:00:00,9.13,172.07
 01/13  08:15:00,9.225,173.66
 01/13  08:30:00,9.32,175.7
 01/13  08:45:00,9.415,175.31
 01/13  09:00:00,9.51,174.13
 01/13  09:15:00,9.6075,178.12
 01/13  09:30:00,9.705,177.82
 01/13  09:45:00,9.8025,178.94
 01/13  10:00:00,9.9,180.27
 01/13  10:15:00,9.995,177.53
 01/13  10:30:00,10.09,178.48
 01/13  10:45:00,10.185,177.84
 01/13  11:00:00,10.28,176.8
 01/13  11:15:00,10.255,175.77
 01/13  11:30:00,10.23,174.27
 01/13  11:45:00,10.205,174.63
 01/13  12:00:00,10.18,177.13
 01/13  12:15:00,10.1525,170.25
 01/13  12:30:00,10.125,166.52
 01/13  12:45:00,10.0975,167.75
 01/13  13:00:00,10.07,165.95
 01/13  13:15:00,10.0425,167.5
 01/13  13:30:00,10.015,167.65
 01/13  13:45:00,9.9875,166.77
 01/13  14:00:00,9.96,168.52
 01/13  14:15:00,9.9125,173.61
 01/13  14:30:00,9.865,180.87
 01/13  14:45:00,9.8175,180.67
 01/13  15:00:00,9.77,181.2
 01/13  15:15:00,9.72,185.11
 01/13  15:30:00,9.67,188.84
 01/13  15:45:00,9.62,189.23
 01/13  16:00:00,9.57,187.73
 01/13  16:15:00,9.5225,186.5
 01/13  16:30:00,9.475,185.91
 01/13  16:45:00,9.4275,184.31
 01/13  17:00:00,9.38,186.66
 01/13  17:15:00,9.415,184.09
 01/13  17:30:00,9.45,180.51
 01/13  17:45:00,9.485,181.49
 01/13  18:00:00,9.52,181.88
 01/13  18:15:00,9.5525,176.58
 01/13  18:30:00,9.585,173.73
 01/13  18:45:00,9.6175,173.98
 01/13  19:00:00,9.65,172.91
 01/13  19:15:00,9.685,178.93
 01/13  19:30:00,9.72,179.3
 01/13  19:45:00,9.755,180.22
 01/13  20:00:00,9.79,180.92
 01/13  20:15:00,9.54,178.35
 01/13  20:30:00,9.29,177.77
 01/13  20:45:00,9.04,179.39
 01/13  21:00:00,8.79,180.07
 01/13  21:15:00,8.5375,181.48
 01/13  21:30:00,8.285,181.91
 01/13  21:45:00,8.0325,184.73
 01/13  22:00:00,7.78,184.98
 01/13  22:15:00,7.53,186.09
 01/13  22:30:00,7.28,187.63
 01/13  22:45:00,7.03,188.42
 01/13  23:00:00,6.78,187.97
 01/13  23:15:00,6.65,191.83
 01/13  23:30:00,6.52,189.15
 01/13  23:45:00,6.39,191.32
 01/13  24:00:00,6.26,192.21
 01/14  00:15:00,6.1325,192.09
 01/14  00:30:00,6.005,192.23
 01/14  00:45:00,5.8775,194.45
 01/14  01:00:00,5.75,194.33
 01/14  01:15:00,5.6225,194.92
 01/14  01:30:00,5.495,195.36
 01/14  01:45:00,5.3675,196.95
 01/14  02:00:00,5.24,196.45
 01/14  02:15:00,5.1425,196.99
 01/14  02:30:00,5.045,198.59
 01/14  02:45:00,4.9475,199.56
 01/14  03:00:00,4.85,201.19
 01/14  03:15:00,4.75,199.91
 01/14  03:30:00,4.65,202.35
 01/14  03:45:00,4.55,202.88
 01/14  04:00:00,4.45,203.39
 01/14  04:15:00,4.3525,204.32
 01/14  04:30:00,4.255,204.78
 01/14  04:45:00,4.1575,205.25
 01/14  05:00:00,4.06,208.44
 01/14  05:15:00,4.0175,207.13
 01/14  05:30:00,3.975,209.5
 01/14  05:45:00,3.9325,208.82
 01/14  06:00:00,3.89,209.1
 01/14  06:15:00,3.8475,210.76
 01/14  06:30:00,3.805,209.78
 01/14  06:45:00,3.7625,211.22
 01/14  07:00:00,3.72,209.42
 01/14  07:15:00,3.68,214.51
 01/14  07:30:00,3.64,217.35
 01/14  07:45:00,3.6,214.87
 01/14  08:00:00,3.56,218.36
 01/14  08:15:00,3.9575,215.05
 01/14  08:30:00,4.355,209.2
 01/14  08:45:00,4.7525,203.28
 01/14  09:00:00,5.15,195.88
 01/14  09:15:00,5.545,194.5
 01/14  09:30:00,5.94,189.55
 01/14  09:45:00,6.335,186.2
 01/14  10:00:00,6.73,180.91
 01/14  10:15:00,7.1275,177.4
 01/14  10:30:00,7.525,171.94
 01/14  10:45:00,7.9225,168.85
 01/14  11:00:00,8.32,165.05
 01/14  11:15:00,8.33,162.36
 01/14  11:30:00,8.34,159.76
 01/14  11:45:00,8.35,157.1
 01/14  12:00:00,8.36,154.27
 01/14  12:15:00,8.37,145.18
 01/14  12:30:00,8.38,138.74
 01/14  12:45:00,8.39,136.85
 01/14  13:00:00,8.4,138.22
 01/14  13:15:00,8.41,142.62
 01/14  13:30:00,8.42,148.02
 01/14  13:45:00,8.43,153.93
 01/14  14:00:00,8.44,156.37
 01/14  14:15:00,8.2675,164.47
 01/14  14:30:00,8.095,170.37
 01/14  14:45:00,7.9225,174.98
 01/14  15:00:00,7.75,176.74
 01/14  15:15:00,7.5775,178.84
 01/14  15:30:00,7.405,183.2
 01/14  15:45:00,7.2325,184.69
 01/14  16:00:00,7.06,185.56
 01/14  16:15:00,6.89,181.96
 01/14  16:30:00,6.72,182.8
 01/14  16:45:00,6.55,184.75
 01/14  17:00:00,6.38,183.94
 01/14  17:15:00,6.2825,182.5
 01/14  17:30:00,6.185,183
 01/14  17:45:00,6.0875,182.34
 01/14  18:00:00,5.99,183.63
 01/14  18:15:00,5.89,178.29
 01/14  18:30:00,5.79,176.51
 01/14  18:45:00,5.69,177.27
 01/14  19:00:00,5.59,177.91
 01/14  19:15:00,5.4925,183.25
 01/14  19:30:00,5.395,186.04
 01/14  19:45:00,5.2975,186.65
 01/14  20:00:00,5.2,187.5
 01/14  20:15:00,5.155,187.41
 01/14  20:30:00,5.11,183.78
 01/14  20:45:00,5.065,185.69
 01/14  21:00:00,5.02,187.82
 01/14  21:15:00,4.975,186.49
 01/14  21:30:00,4.93,187.67
 01/14  21:45:00,4.885,190.72
 01/14  22:00:00,4.84,190.9
 01/14  22:15:00,4.795,190.06
 01/14  22:30:00,4.75,192.84
 01/14  22:45:00,4.705,192.09
 01/14  23:00:00,4.66,193.29
 01/14  23:15:00,4.615,196.04
 01/14  23:30:00,4.57,195.15
 01/14  23:45:00,4.525,196.76
 01/14  24:00:00,4.48,197.31
 01/15  00:15:00,4.4375,198.36
 01/15  00:30:00,4.395,200.8
 01/15  00:45:00,4.3525,202.75
 01/15  01:00:00,4.31,201.84
 01/15  01:15:00,4.265,202.4
 01/15  01:30:00,4.22,203.82
 01/15  01:45:00,4.175,204.8
 01/15  02:00:00,4.13,206.21
 01/15  02:15:00,4.1225,206.19
 01/15  02:30:00,4.115,206.82
 01/15  02:45:00,4.1075,207.58
 01/15  03:00:00,4.1,208.81
 01/15  03:15:00,4.09,208.5
 01/15  03:30:00,4.08,211.32
 01/15  03:45:00,4.07,209.48
 01/15  04:00:00,4.06,211.35
 01/15  04:15:00,4.0525,215.02
 01/15  04:30:00,4.045,213.75
 01/15  04:45:00,4.0375,212.38
 01/15  05:00:00,4.03,216.2
 01/15  05:15:00,4.13,213.67
 01/15  05:30:00,4.23,218.28
 01/15  05:45:00,4.33,216.46
 01/15  06:00:00,4.43,214.32
 01/15  06:15:00,4.53,215.54
 01/15  06:30:00,4.63,216.9
 01/15  06:45:00,4.73,215.87
 01/15  07:00:00,4.83,216.56
 01/15  07:15:00,4.9325,220.73
 01/15  07:30:00,5.035,223.32
 01/15  07:45:00,5.1375,221.98
 01/15  08:00:00,5.24,221.68
 01/15  08:15:00,5.57,221.1
 01/15  08:30:00,5.9,217.28
 01/15  08:45:00,6.23,212.09
 01/15  09:00:00,6.56,212.91
 01/15  09:15:00,6.89,211.22
 01/15  09:30:00,7.22,211.21
 01/15  09:45:00,7.55,205.38
 01/15  10:00:00,7.88,202.55
 01/15  10:15:00,8.21,196.18
 01/15  10:30:00,8.54,190.56
 01/15  10:45:00,8.87,186.3
 01/15  11:00:00,9.2,179.58
 01/15  11:15:00,9.1425,175.56
 01/15  11:30:00,9.085,173.1
 01/15  11:45:00,9.0275,168.49
 01/15  12:00:00,8.97,165.31
 01/15  12:15:00,8.91,156.14
 01/15  12:30:00,8.85,148.32
 01/15  12:45:00,8.79,144.93
 01/15  13:00:00,8.73,141.65
 01/15  13:15:00,8.6725,139.82
 01/15  13:30:00,8.615,138.02
 01/15  13:45:00,8.5575,137.56
 01/15  14:00:00,8.5,141.08
 01/15  14:15:00,8.4225,149.11
 01/15  14:30:00,8.345,156.9
 01/15  14:45:00,8.2675,161.01
 01/15  15:00:00,8.19,166.21
 01/15  15:15:00,8.1125,171.94
 01/15  15:30:00,8.035,177.16
 01/15  15:45:00,7.9575,181.47
 01/15  16:00:00,7.88,184.05
 01/15  16:15:00,7.8025,178.9
 01/15  16:30:00,7.725,178.11
 01/15  16:45:00,7.6475,179.49
 01/15  17:00:00,7.57,182.13
 01/15  17:15:00,7.66,177.28
 01/15  17:30:00,7.75,175.97
 01/15  17:45:00,7.84,177.45
 01/15  18:00:00,7.93,175.84
 01/15  18:15:00,8.0175,170.95
 01/15  18:30:00,8.105,168.34
 01/15  18:45:00,8.1925,167.24
 01/15  19:00:00,8.28,168.17
 01/15  19:15:00,8.37,172.04
 01/15  19:30:00,8.46,174.6
 01/15  19:45:00,8.55,174.76
 01/15  20:00:00,8.64,174.7
 01/15  20:15:00,8.69,173.34
 01/15  20:30:00,8.74,169.55
 01/15  20:45:00,8.79,169.32
 01/15  21:00:00,8.84,170.52
 01/15  21:15:00,8.8875,170
 01/15  21:30:00,8.935,169.74
 01/15  21:45:00,8.9825,169.5
 01/15  22:00:00,9.03,171.49
 01/15  22:15:00,9.08,170.24
 01/15  22:30:00,9.13,170.53
 01/15  22:45:00,9.18,169.73
 01/15  23:00:00,9.23,169.01
 01/15  23:15:00,9.2575,170.06
 01/15  23:30:00,9.285,169.29
 01/15  23:45:00,9.3125,170.5
 01/15  24:00:00,9.34,169.97
 01/16  00:15:00,9.37,169.64
 01/16  00:30:00,9.4,169.42
 01/16  00:45:00,9.43,169.91
 01/16  01:00:00,9.46,169.88
 01/16  01:15:00,9.4875,168.38
 01/16  01:30:00,9.515,168.61
 01/16  01:45:00,9.5425,168.8
 01/16  02:00:00,9.57,168.34
